codigo,barcode,nome,modelo,preco,unidade,fonte
1405701,7898729416270,BATERIA ALKALINA ON-23A,,7.99,UN,megamix
1415301,7908044612155,BATERIA AUDITIVA A675/ PR44,LE-7999-A675,14.99,,megamix
268603,5379861526727,BATERIA BOTAO FLEX FX-CR-2016,,6.99,UN,megamix
268604,7908417102702,BATERIA BOTAO FLEX FX-CR2025-3V,,6.99,UN,megamix
2926,5415329877595,BATERIA BOTAO FLEX FX-LR44 1.5V,,5.99,UN,megamix
1402,5379861524570,BATERIA BOTAO FX-2032 3V FLEX,,6.99,,megamix
1416401,7908044611660,BATERIA BOTAO LR66 LE-7999-20-LR66,,4.99,UN,megamix
1448501,7898729416256,BATERIA C/10 ALCALINA ON-AG13,,5.99,UN,megamix
104401,5435627465010,BATERIA CART.C/5 FX-27A,,8.99,UN,megamix
1102001,7908552003605,BATERIA CART.C/5 KP-27A,,6.99,,megamix
1457201,7908782220049,BATERIA DE IONS LITIO 21V BOM-5595,,39.99,UN,megamix
118901,23a,BATERIA DE LITIO KP-23A,,6.99,UN,megamix
1410401,7898729416386,BATERIA DE LITIO ON-BT2032 ONISTEK,,5.99,UN,megamix
86,041333001043,BATERIA DURACELL 9V,,26.99,,megamix
224601,5379861524754,BATERIA FX-23A FLEX,Vigência : 21/05/2026até 21/05/2026,8.99,UN,megamix
270043,5415329882223,BATERIA FX-LR41,,4.99,UN,megamix
118801,7898594122436,BATERIA KP-BT9V 450MAH KNUP,,18.9,UN,megamix
1102201,7908552003636,BATERIA LR1130/AG10 KP-AG10,,4.4,,megamix
923001,7897720221098,BATERIA PRA X-ONE KA-3701,,14.99,UN,megamix
268959,7898615151520,BATERIA RECARREG.C/4 FX-AA28LB4,,19.99,UN,megamix
1406701,7898729416157,BATERIA RECARREGAVEL 9V ON-BT9V,ONISTEK,17.99,UN,megamix
18801,7898615156785,BATERIA RECARREGAVEL LANTERNA,FX-L18650,14.99,,megamix
1405601,7898729416171,BATERIA RECARREGAVEL LANTERNA,ON-18650,9.99,UN,megamix
635301,885370115802,BATERIA X-BOX BN-007-2 FR-302O,,15.99,UN,megamix
1010301,6972520252952,BATERIA XBOX X-SERIES TYX-0634B,,48.99,UN,megamix
1377101,7908782207323,BICO DE ALTA PRESSAO 3EM1 BOM-7614,,12.8,,megamix
1367801,7908782210811,BICO ESGUINCHO BOM-7615,,10.99,UN,megamix
1454801,7908044610656,BINOCULO 20X50 HQ LE-2075,,129.99,UN,megamix
270274,7908044600701,BINOCULO 20X50 LE-2050,,54.99,UN,megamix
1249701,7908125214261,BINOCULO 30X60 LE-2069,,35.99,,megamix
1211001,7908782202212,BOMBA DE AR BOM-8810,Vigência : 21/05/2026até 21/05/2026,21.99,UN,megamix
1258301,7908782207811,BOMBA DE AR BOM-8812,,14.99,UND,megamix
1166901,7908782201727,BOMBA DE AR INTELIGENTE SEM FIO,BOM-8905,99.99,UN,megamix
1394001,7897702578790,BOMBA DE AR MULTIFUNCIONAL KA-7879,,79.99,,megamix
1374701,7908782202229,BOMBA DE AR PEDAL ALTA PRESSAO,BOM-8811,61.99,UNI,megamix
1106401,7908782200928,BOMBA DE AR PEDAL BOM-8801,,21.99,UN,megamix
1420601,7908227221280,BOMBA ELETRICA DE AGUA MTC-016,,14.99,UN,megamix
1412801,7898766440467,BOMBA ELETRICA DE AGUA OIH-2601,,16.99,,megamix
1239601,7908782207682,BOMBA PNEUMATICA PARA CASA,BOM-8911,39.99,UN,megamix
1418201,2010000006405,BORRIFADOR AL-2762,,15.99,UN,megamix
1238801,7908782204292,BORRIFADOR ALTA PRESSAO BOM-7609,,29.99,UNI,megamix
1422101,7898729414726,CABIDEIRO DE ROUPAS ON-SM005,,39.99,,megamix
3091,7898605605279,CABO 3RCA + 3RCA 3M LE-1013T,,4.99,UN,megamix
99301,7898605600878,CABO 3RCA+ 3RCA 1.5M LE-5502,,2.99,UN,megamix
1313501,7908552006903,CABO AUDIO P3+2 JACK P2 KP-HM040,,2.99,UN,megamix
1064601,7908125206198,CABO AUX P2 + TYPE-C LE-0162,,6.99,,megamix
596801,7898605602322,CABO AUX. M/F 1.5M LE-3095,Vigência : 21/05/2026até 21/05/2026,2.99,UN,megamix
1337501,7908782207675,CABO AUXILIAR DE PARTIDA 1500AMP,BOM-1810,47.99,UN,megamix
1102701,7908782201338,CABO AUXILIAR DE PARTIDA 500AMP,BOM-1801,24.99,UN,megamix
1102801,7908782201345,CABO AUXILIAR DE PARTIDA 800AMP,BOM-1802,28.8,,megamix
1455201,7908125203050,CABO COMPONENTE PARA GAME LE-1018,,10.99,UN,megamix
1313601,7898652417139,CABO CONVERSOR SERIAL RS232,KP-AD152,9.99,UN,megamix
1352101,7898858858880,CABO DE AUDIO E VIDEO PARA GAME PS2,AOWEIXUM,5.99,UN,megamix
932701,7908161403063,CABO DE AUDIO OPTICO 1.5M D-OP01,,7.99,,megamix
620601,7908552006569,CABO DE AUDIO P2+2RCA 1.5M KP-PR201,,3.99,UN,megamix
911001,7908552006576,CABO DE AUDIO P2+2RCA 3M KP-PR201,,4.99,UN,megamix
620501,7908552006583,CABO DE AUDIO P2+3RCA 1.5M KP-PR301,,3.99,UN,megamix
2936,Le-1001,CABO DE AUDIO P2+3RCA 2M LE-1001,,3.99,,megamix
913801,7908125206389,CABO DE AUDIO P3+3RCA 90° 2M LE-1002,,3.99,UN,megamix
874501,8878920216243,CABO DE CONVERSAO AU-11 VGA PARA,HDMI/AUDIO/USB,44.99,UN,megamix
1025101,7897720230588,CABO DE DADOS 3 EM 1 KA-385,,8.99,UN,megamix
749701,8563480000394,CABO DE DADOS 3 EM 1 KAP-201,,7.99,,megamix
1463301,7897702535908,CABO DE DADOS 4 EM 1 65W KA-3590-4IN1,Vigência : 21/05/2026até 21/05/2026,8.99,UNI,megamix
1272901,6650590882216,CABO DE DADOS 4 EM 1 TURBO KD-2516,PD60W,9.99,UN,megamix
1430001,6867890922812,CABO DE DADOS IPHONE/TYPE-C 27W,KD-41CL,11.99,UN,megamix
891001,6650590882100,CABO DE DADOS IPHONE/TYPE-C 30W,KD-19CL,9.99,,megamix
1388001,7012452766130,CABO DE DADOS TYPE-C / TYPE-C 240W,1M CB-53,10.99,UN,megamix
1411001,6867890922638,CABO DE DADOS TYPE-C/IPHONE 1M,KD-105CL,7.99,UN,megamix
1217901,6650590882360,CABO DE DADOS TYPE-C/IPHONE 1M,KD-2521CL,12.99,UN,megamix
1426401,7891234500731,CABO DE DADOS TYPE-C/IPHONE 27W 1M,CE-C1318CP,8.99,,megamix
1426101,7891234502469,CABO DE DADOS TYPE-C/IPHONE 27W 2M,CE-C1318CP-2M,10.99,UN,megamix
1379501,6923450902547,CABO DE DADOS TYPE-C/IPHONE 27W1M,KD-101CL,15.99,UN,megamix
1272801,6923450904855,CABO DE DADOS TYPE-C/IPHONE 2M,KD-03CL,10.99,UN,megamix
1447401,7012452768509,CABO DE DADOS TYPE-C/IPHONE 30W 1M,CB130,7.99,,megamix
1217801,6650590882346,CABO DE DADOS TYPE-C/IPHONE 30W 1M,KD-2520CL,19.99,UN,megamix
1447301,7012452766222,CABO DE DADOS TYPE-C/IPHONE 30W 2M,CB68,11.99,UN,megamix
1348601,6923450902233,CABO DE DADOS TYPE-C/IPHONE KD-01A,,8.99,UN,megamix
1434001,6923450903346,CABO DE DADOS TYPE-C/TYPE-C 1M,KD-01C,7.99,,megamix
890901,6923450901144,CABO DE DADOS TYPE-C/TYPE-C 1M KD-27,Vigência : 21/05/2026até 21/05/2026,7.99,UN,megamix
1176001,7908125202480,CABO DE DADOS TYPE-C/TYPE-C 1M,LE-843,6.99,UN,megamix
1319801,7908125212311,CABO DE DADOS TYPE-C/TYPE-C 1M,LE-873CC,7.99,UN,megamix
1447501,7012952768429,CABO DE DADOS TYPE-C/TYPE-C 60W 1M,CB120,15.99,,megamix
1447601,7012452768516,CABO DE DADOS TYPE-C/TYPE-C 60W 1M,CB131,6.99,UN,megamix
1257101,6650590882643,CABO DE DADOS TYPE-C/TYPE-C 60W 1M,KD-2519CC,9.99,UN,megamix
1281501,7908125212250,CABO DE DADOS TYPE-C/TYPE-C 60W,20CM LE-871CC,4.99,UN,megamix
963301,6650590882094,CABO DE DADOS TYPE-C/TYPE-C 60W,KD-19CC,8.99,,megamix
1426301,7891234500724,CABO DE DADOS TYPE-C/TYPE-C 66W 1M,CE-C1318CC,7.99,UN,megamix
1092901,7908125210881,CABO DE DADOS TYPE-C/TYPE-C 66W 1M,LE-869,7.99,UN,megamix
1450501,7891234502216,CABO DE DADOS TYPE-C/TYPE-C 66W 2M,CE-C1308CC-2M,10.99,UNI,megamix
1426201,7891234502452,CABO DE DADOS TYPE-C/TYPE-C 66W 2M,CE-C1318CC-2M,9.99,,megamix
1442501,7012952768603,CABO DE DADOS USB/IPHONE 12W 1M,CB138-2,13.99,UN,megamix
1442201,7012452768233,CABO DE DADOS USB/IPHONE 1M 20W,CB128-2,7.99,UN,megamix
1456601,7012952766005,CABO DE DADOS USB/IPHONE 1M CB09-2,,6.99,UN,megamix
1456101,7012452766031,CABO DE DADOS USB/IPHONE 1M CB10-2,,5.99,,megamix
1456201,7012452768486,CABO DE DADOS USB/IPHONE 1M CB129-2,Vigência : 21/05/2026até 21/05/2026,4.99,UN,megamix
1456301,7012965697129,CABO DE DADOS USB/IPHONE 1M CB145-2,,6.99,UN,megamix
1456401,7012452766062,CABO DE DADOS USB/IPHONE 1M CB39-2,,7.8,UN,megamix
1456501,7012452766413,CABO DE DADOS USB/IPHONE 1M CB95-2,,8.99,,megamix
1454201,7898781810528,CABO DE DADOS USB/IPHONE 1M,CE-C1315P,4.99,UN,megamix
1358401,6923450902646,CABO DE DADOS USB/IPHONE 1M KD-101A,KAIDI,14.99,UN,megamix
270086,6998472581025,CABO DE DADOS USB/IPHONE 1M KD-306,KAIDI,7.99,UN,megamix
1441901,7908125214513,CABO DE DADOS USB/IPHONE 1M LE-883P,,6.99,,megamix
720401,7908125200059,CABO DE DADOS USB/IPHONE 2.4A,LE-836P,4.99,UN,megamix
492201,7908125201445,CABO DE DADOS USB/IPHONE 2.4A,LE-839P 1M,5.5,UN,megamix
929401,7908125204163,CABO DE DADOS USB/IPHONE 2.4A,LE-839P-2 2M,6.99,UN,megamix
1281601,7908125212229,CABO DE DADOS USB/IPHONE 20CM,LE-871P,4.99,,megamix
1440501,7893595900106,CABO DE DADOS USB/IPHONE 2M BM8629,BM-8629,6.99,UN,megamix
1263401,7012952765886,CABO DE DADOS USB/IPHONE 2M CB05-2,,7.99,UN,megamix
1442101,7908125206587,CABO DE DADOS USB/IPHONE 3.1A 1M,LE-865P,6.8,UN,megamix
500701,7908125201605,CABO DE DADOS USB/IPHONE 3.1A,LE-841P 1M,5.99,,megamix
749901,7908125204262,CABO DE DADOS USB/IPHONE 3.1A,LE-841P-2 2M,7.99,UN,megamix
857301,7908125204590,CABO DE DADOS USB/IPHONE 3.1A,LE-849P 1M,3.99,UN,megamix
1111601,6650590882261,CABO DE DADOS USB/IPHONE 30W 1M,KD-2519A KAIDI,8.99,UN,megamix
826701,6998472581759,CABO DE DADOS USB/IPHONE 3M KD-330A,KAIDI,12.8,,megamix
1442301,7012452767854,CABO DE DADOS USB/IPHONE 65W 1M,CB-74,8.99,UN,megamix
1447201,7012952766203,CABO DE DADOS USB/IPHONE CB67-2 1M,,9.99,UN,megamix
782301,7895586032124,CABO DE DADOS USB/IPHONE KA-321-5G,30CM,3.99,UN,megamix
1192601,7908125205337,CABO DE DADOS USB/IPHONE LE-853P,1.2M,4.99,,megamix
1192701,7908125212199,CABO DE DADOS USB/IPHONE LE-870P 1M,,5.99,UN,megamix
1161101,7908125212304,CABO DE DADOS USB/IPHONE LE-873P 1M,,6.99,UN,megamix
227101,7898605605057,CABO DE DADOS USB/IPHONE MAX-0305,2.4A 1M,5.99,UN,megamix
996501,7908125205344,CABO DE DADOS USB/TYPE-C 1.2M,LE-853C,4.99,,megamix
1418901,7908125206570,CABO DE DADOS USB/TYPE-C 1.2M,LE-865C,7.8,UN,megamix
1421101,7892323061461,CABO DE DADOS USB/TYPE-C 1.2M,TC-215C,10.99,UN,megamix
1388201,7012952768610,CABO DE DADOS USB/TYPE-C 1M 66W,CB138-3,13.8,UN,megamix
1426801,7012952766241,CABO DE DADOS USB/TYPE-C 1M CB-70,,7.99,,megamix
1426701,7012952766012,CABO DE DADOS USB/TYPE-C 1M CB09-3,Vigência : 21/05/2026até 21/05/2026,6.99,UN,megamix
1426901,7012952766500,CABO DE DADOS USB/TYPE-C 1M CB100-3,,5.99,UN,megamix
1387901,7012952766562,CABO DE DADOS USB/TYPE-C 1M CB110-3,,13.5,UN,megamix
1455701,7012452768493,CABO DE DADOS USB/TYPE-C 1M CB129-3,,4.99,,megamix
1455801,7012965697136,CABO DE DADOS USB/TYPE-C 1M CB145-3,,6.99,UN,megamix
1456001,7012452766079,CABO DE DADOS USB/TYPE-C 1M CB39-3,,7.99,UN,megamix
1427001,7012452766185,CABO DE DADOS USB/TYPE-C 1M CB65-3,,9.99,UN,megamix
1455901,7012952768467,CABO DE DADOS USB/TYPE-C 1M CB66-3,,9.99,,megamix
1447101,7012952766210,CABO DE DADOS USB/TYPE-C 1M CB67-3,,8.99,UN,megamix
1454101,7898781810535,CABO DE DADOS USB/TYPE-C 1M,CE-C1315C,4.99,UN,megamix
890801,6650590868340,CABO DE DADOS USB/TYPE-C 1M KD-22C,KAIDI,5.99,UN,megamix
1300101,6998472582336,CABO DE DADOS USB/TYPE-C 1M KD-307C,,6.5,,megamix
926601,6998472582480,CABO DE DADOS USB/TYPE-C 1M KD-335C,KAIDI,6.8,UN,megamix
943001,6923450901939,CABO DE DADOS USB/TYPE-C 1M KD-39C,,5.99,UN,megamix
270143,7898605607808,CABO DE DADOS USB/TYPE-C 1M LE-108,,3.5,UN,megamix
1024001,7899090161295,CABO DE DADOS USB/TYPE-C 1M LE-813,,3.99,,megamix
1419101,7908125214520,CABO DE DADOS USB/TYPE-C 1M LE-883C,Vigência : 21/05/2026até 21/05/2026,7.99,UN,megamix
1419001,7908125214339,CABO DE DADOS USB/TYPE-C 1M LE-885C,,6.99,UN,megamix
492301,7908125201452,CABO DE DADOS USB/TYPE-C 2.4A LE-839C,1M,5.99,UN,megamix
1442401,7012952766319,CABO DE DADOS USB/TYPE-C 20W 1M,CB77-3,6.99,,megamix
1442601,7012452766376,CABO DE DADOS USB/TYPE-C 20W 1M,CB94-1,5.99,UN,megamix
1440601,7893595900113,CABO DE DADOS USB/TYPE-C 2M BM8630,BM-8630,6.99,UN,megamix
1263301,7012952765893,CABO DE DADOS USB/TYPE-C 2M CB05-3,,8.99,UN,megamix
1450601,7891234502148,CABO DE DADOS USB/TYPE-C 3.1A,CE-C1308C 1M,6.99,,megamix
1451101,7891234502155,CABO DE DADOS USB/TYPE-C 3.1A,CE-C1308C-2M,8.99,UNI,megamix
826901,6998472582039,CABO DE DADOS USB/TYPE-C 3M KD-330C,KAIDI,12.8,UN,megamix
1347301,7897744567813,CABO DE DADOS USB/TYPE-C KAP-2M-TY,,5.99,UN,megamix
718401,6998472582312,CABO DE DADOS USB/TYPE-C KD-TC30,KAIDI,6.99,,megamix
913601,7908125206426,CABO DE DADOS USB/V3 LE-801-5M,,6.99,UN,megamix
890601,6650590871692,CABO DE DADOS USB/V8 1M KD-22M KAIDI,,5.99,UN,megamix
270085,6998472581018,CABO DE DADOS USB/V8 1M KD-305 KAIDI,,7.99,UN,megamix
12601,7898605600588,CABO DE DADOS USB/V8 1M LE-1024,,2.99,,megamix
382601,7908125200035,CABO DE DADOS USB/V8 2.4A LE-836V,Vigência : 21/05/2026até 21/05/2026,4.99,UN,megamix
492101,7908125201438,CABO DE DADOS USB/V8 2.4A LE-839V 1M,,4.99,UN,megamix
767201,7908125204149,CABO DE DADOS USB/V8 2.4A LE-839V-2,2M,6.99,UN,megamix
500601,7908125201599,CABO DE DADOS USB/V8 3.1A LE-841V 1M,,5.99,,megamix
740601,7908125204248,CABO DE DADOS USB/V8 3.1A LE-841V-2,2M,6.99,UN,megamix
857101,7908125204576,CABO DE DADOS USB/V8 3.1A LE-849V 1M,,3.99,UN,megamix
857401,7908125205009,CABO DE DADOS USB/V8 4.8A LE-852V,1.2M,4.99,UN,megamix
782201,7895586032117,CABO DE DADOS USB/V8 KA-321-V8 30CM,,4.99,,megamix
1344601,7908552006644,CABO DE DADOS USB/V8 KP-YP5012 1.5M,,3.6,UN,megamix
763501,7897797333359,CABO DE FORCA ATX 1.2M KAP-395,,6.99,UN,megamix
1416801,2010000006269,CABO DE FORCA ATX 1.2M LK-7601,,7.99,UN,megamix
166201,7898605603602,CABO DE FORCA ATX 1.5M LE-24,,9.99,,megamix
1013501,745760073405,CABO DE FORCA ATX 1.5M LEY-216,,8.99,UN,megamix
1061801,7897743493618,CABO DE FORCA ATX 1.8M KAP-361,,7.99,UN,megamix
568201,7898615158253,CABO DE FORCA ATX 3M XC-CF-05,,14.99,UN,megamix
568101,7898615158260,CABO DE FORCA ATX 5M XC-CF-06,,21.99,,megamix
532801,7898615158345,CABO DE FORCA ATX 90º 1.5M XC-CF-10,Vigência : 21/05/2026até 21/05/2026,9.99,UN,megamix
933801,7908125206433,CABO DE FORCA ATX 90º 1.5M LE-25,,9.99,UN,megamix
1417001,2010000006382,"CABO DE FORCA BIPOLAR 0,75CM LK-7602",,4.99,UN,megamix
976301,7908417101859,CABO DE FORCA BIPOLAR 0.60CM,XC-CF-13,4.99,,megamix
172701,7898605603589,CABO DE FORCA BIPOLAR 1.5M LE-22,,6.8,UN,megamix
1039301,745760074198,CABO DE FORCA BIPOLAR 1.5M LEY-1540,,4.99,UN,megamix
1416901,2010000006375,CABO DE FORCA BIPOLAR 1.5M LK-7602A,,5.99,UN,megamix
991701,7908125206440,CABO DE FORCA BIPOLAR 90° 1.5M LE-26,,6.99,,megamix
228001,7898605603596,CABO DE FORCA TRIPOLAR 1.5M LE-23,,8.99,UN,megamix
990501,745760073399,CABO DE FORCA TRIPOLAR 1.5M LEY-217,,6.5,UN,megamix
269428,7898615153678,CABO DE FORCA TRIPOLAR XC-CF-02,,7.5,UN,megamix
558901,6972191228256,CABO DE MULT. TEST WIRE 7212/4210,LE-854C,10.99,,megamix
1149501,7908782201079,CABO DE MULTIMETRO BOM-6000,,3.8,UN,megamix
1352701,7908552007061,CABO DE MULTIMETRO KP-YP5033,,6.99,UN,megamix
2335,7898605600601,CABO DE REDE 1.5M LE-301,,3.3,UN,megamix
2671,7898605600595,CABO DE REDE 10M LE-304,,9.99,,megamix
976801,7908417102825,CABO DE REDE 10M XC-CAT6-10,Vigência : 21/05/2026até 21/05/2026,19.99,UN,megamix
270247,7898615152435,CABO DE REDE 10M XC-CR-10M,,11.99,UN,megamix
376101,7898605603053,CABO DE REDE 15M LE-305,,13.99,UN,megamix
604501,7898615155092,CABO DE REDE 15M XC-CR-15M,,16.99,,megamix
378801,7898605603060,CABO DE REDE 20M LE-306,,17.99,UN,megamix
976901,7908417102832,CABO DE REDE 20M XC-CAT6-20,,31.99,UN,megamix
362701,7898615155108,CABO DE REDE 20M XC-CR-20M,,21.99,UN,megamix
977201,7908417102795,CABO DE REDE 2M XC-CAT6-2,,6.5,,megamix
522801,7898615150851,CABO DE REDE 2M XC-CR-2M,,4.5,UN,megamix
270246,7898615152459,CABO DE REDE 305M XC-CR-305 F X-CELL,,226.99,UN,megamix
889501,7898202203090,CABO DE REDE 30M LE-307,,21.99,UN,megamix
1076501,7908417103914,CABO DE REDE 30M XC-CAT6-30,,46.99,,megamix
577701,2010000019610,CABO DE REDE 30M XC-CR-30M,,31.99,UN,megamix
2336,7898605602292,CABO DE REDE 3M LE-302,,4.5,UN,megamix
977101,7908417102801,CABO DE REDE 3M XC-CAT6-3,,8.99,UN,megamix
596301,7898615150868,CABO DE REDE 3M XC-CR-3M,,5.99,,megamix
1266201,7908417103907,CABO DE REDE 50M XC-CAT6-50,Vigência : 21/05/2026até 21/05/2026,74.99,UN,megamix
19001,le-303,CABO DE REDE 5M LE-303,,5.99,UN,megamix
1378401,7908125215251,CABO DE REDE CAT6 100M LE-319,,109.99,UN,megamix
1340001,7897702506106,CABO DE REDE CAT6 10M KA-6W-10M,,19.99,,megamix
1076901,7908125208727,CABO DE REDE CAT6 10M LE-314,,13.99,UN,megamix
1340101,7897702506151,CABO DE REDE CAT6 15M KA-6W-15M,,27.99,UN,megamix
1077001,7908125208734,CABO DE REDE CAT6 15M LE-315,,16.99,UN,megamix
1340201,7897702506205,CABO DE REDE CAT6 20M KA-6W-20M,,31.99,,megamix
1077101,7908125208741,CABO DE REDE CAT6 20M LE-316,,24.99,UN,megamix
1339701,7897702506021,CABO DE REDE CAT6 2M KA-6W-2M,,8.8,UN,megamix
1077301,7908125208697,CABO DE REDE CAT6 2M LE-311,,6.5,UN,megamix
1340301,7897702506304,CABO DE REDE CAT6 30M KA-6W-30M,,39.99,,megamix
1077201,7908125208758,CABO DE REDE CAT6 30M LE-317,,32.8,UN,megamix
1339801,7897702506038,CABO DE REDE CAT6 3M KA-6W-3M,,10.99,UN,megamix
1076701,7908125208703,CABO DE REDE CAT6 3M LE-312,,7.99,UN,megamix
1378301,7908125215244,CABO DE REDE CAT6 50M LE-318,,51.99,,megamix
1339901,7897702506052,CABO DE REDE CAT6 5M KA-6W-5M,Vigência : 21/05/2026até 21/05/2026,15.99,UN,megamix
1076801,7908125208710,CABO DE REDE CAT6 5M LE-313,,9.99,UN,megamix
1444901,7908125216708,CABO DE REDE CAT8 1M LE-350-1M,,15.99,UN,megamix
1445001,7908125216654,CABO DE REDE CAT8 2M LE-350-2M,,23.8,,megamix
1445101,7908125216722,CABO DE REDE CAT8 3M LE-350-3M,,28.99,UN,megamix
1419701,7908227230084,CABO DE REDE CAT8 3M MCB-1803,,25.99,UN,megamix
401901,7899718703555,CABO DE VIDEO 5M CBX-V3RCA50 02829,,6.99,UN,megamix
320201,6926528435053,CABO DE VIDEO GAME BM505/FR-304A,,11.99,,megamix
1178001,7897724413185,CABO DISPLAYPORT DP-DP 1.8M,KA-DP-1.8M,10.99,UN,megamix
1072701,7908125208772,CABO DISPLAYPORT DP-DP 1.8M LE-6629,,11.99,UN,megamix
1159601,7897724413031,CABO DISPLAYPORT DP-DP 3M KA-DP-3M,,14.99,UN,megamix
1117501,7892023040339,CABO DISPLAYPORT DP-DP 4K 1.5M,MCB-4001,19.99,,megamix
1247401,7908552006484,CABO DISPLAYPORT DP-DP 4K 3M,KP-YP5006,14.99,UN,megamix
1439301,7892023040346,CABO DISPLAYPORT DP-DP 4K 3M,MCB-4003,21.99,UN,megamix
1342001,7897724622150,CABO DISPLAYPORT DP-DP 4K,KA-DPP-1.5M,11.99,UND,megamix
1342101,7897724622303,CABO DISPLAYPORT DP-DP 4K KA-DPP-3M,,14.99,,megamix
1159001,7897724413055,CABO DISPLAYPORT DP-DP 5M KA-DP-5M,Vigência : 21/05/2026até 21/05/2026,20.99,UNI,megamix
1130601,7908125208765,CABO DISPLAYPORT DP-HDMI 1.8M,LE-6628,13.8,UN,megamix
1455501,2010000007556,CABO DISPLAYPORT DP-HDMI 1.8M UHD,,13.99,UN,megamix
1167601,7908125208789,CABO DISPLAYPORT DP-VGA 1.8M LE-6630,,11.99,,megamix
990901,7892023041855,CABO DISPLAYPORT DP-VGA 1.8M,MCB-027 LE-837C,19.99,UN,megamix
931401,AD110,CABO DISPLAYPORT PARA HDMI/VGA/DVI,KP-AD110,27.99,UN,megamix
1049301,7908552002905,CABO DISPLAYPORT PARA VGA KP-AD144,,11.99,UN,megamix
1330201,7908552006972,CABO DVI/DVI 1.8M KP-YP5023,,12.99,,megamix
1219501,7908125214094,CABO DVI/DVI 1.8M LE-6635-1.8M,,11.99,UN,megamix
955401,6934008400507,CABO DVI/DVI 1.8M SXJ-71 TOLVIA AU505,,14.99,UN,megamix
1219601,07908125214100,CABO DVI/DVI 3M LE-6635 -3M,,14.99,UN,megamix
1430401,7908227209714,CABO EXTENSOR P2 3M MCB-051,,9.99,,megamix
765201,7908417100708,CABO EXTENSOR USB 2.0 3M XC-MM-A,,6.99,UN,megamix
902601,8563480000400,CABO EXTENSOR USB 2.0 F/F 2M,KAP-UH022,3.99,UN,megamix
1335501,7897571154835,CABO EXTENSOR USB 2.0 M/F 1.5M BM8662,,3.8,UN,megamix
1058901,7898817280295,CABO EXTENSOR USB 2.0 M/F 1.5M NU-02,,3.99,,megamix
990601,7892023041848,CABO EXTENSOR USB 2.0 M/F 10M,MCB-026,24.99,UN,megamix
990701,7892023041831,CABO EXTENSOR USB 2.0 M/F 5M MCB-025,,14.99,UN,megamix
1435001,7908125216999,CABO EXTENSOR USB 3.0 1M LE-3108-1,,11.99,UN,megamix
1435101,7908125217002,CABO EXTENSOR USB 3.0 2M LE-3108-2,,14.99,,megamix
1435201,7908125217019,CABO EXTENSOR USB 3.0 3M LE-3108-3,,18.9,UN,megamix
2542,7898605602728,CABO EXTENSOR USB+P2 (F) 0.20CM,LE-1012,2.5,UN,megamix
100101,7898605603732,CABO HDMI + 3RCA LE-6616,,9.99,UN,megamix
1330101,7908552007047,CABO HDMI 3 EM 1 KP-YP5030,,10.99,,megamix
1078601,7899718712793,CABO HDMI P/VGA COM AUDIO CC-HVA100,,11.99,UN,megamix
523801,7899718704507,CABO HDMI P/VGA COM P2 CC-HVA60,HV054,9.99,UN,megamix
100901,7892020015682,CABO HDMI P/VGA HV100 LT-H002,LARANJA KD-31A,9.99,UN,megamix
1081001,7897720230366,CABO HDMI USB KAP-UH-036,,9.99,,megamix
933601,7908125206525,CABO HDMI/DVI 1.8M LE-6626-1.8M,,9.99,UN,megamix
933501,7908125206532,CABO HDMI/DVI 3M LE-6626-3M,,13.99,UN,megamix
1342601,7892023040421,CABO HDMI/DVI 3M MCB-024,,16.99,UN,megamix
516101,7898605608492,CABO HDMI/HDMI 1.5M 4K LE-6621,,11.99,,megamix
1329501,7908161404978,CABO HDMI/HDMI 1.5M 8K D-8K03,Vigência : 21/05/2026até 21/05/2026,16.99,UN,megamix
1247301,7908552006316,CABO HDMI/HDMI 1.5M KP-YP5000,,6.99,UN,megamix
1247201,7908552006378,CABO HDMI/HDMI 1.5M KP-YP5003,,6.99,UN,megamix
1435401,7908125216630,CABO HDMI/HDMI 1.8M 8K LE-6636-1.8M,,14.99,,megamix
914301,7908125206495,CABO HDMI/HDMI 1.8M 90° LE-6625,,7.99,UN,megamix
151701,7898605601356,CABO HDMI/HDMI 1.8M LE-6612 C/MALHA,1.4,7.99,UN,megamix
56101,7898605601387,CABO HDMI/HDMI 1.8M LE-6613,,7.5,UN,megamix
139601,661445,CABO HDMI/HDMI 1.8M LE-6614 C/MALHA,ACHAT.,8.99,,megamix
1096401,7892021082010,CABO HDMI/HDMI 10M 4K MHD-4026,,29.99,UN,megamix
1295001,7897724620101,CABO HDMI/HDMI 10M KAP-HDMI-10M,,27.99,UN,megamix
1247601,7908552006347,CABO HDMI/HDMI 10M KP-YP5000,,24.99,UN,megamix
1309201,7908552006408,CABO HDMI/HDMI 10M KP-YP5003,,24.99,,megamix
1231101,7908552006286,CABO HDMI/HDMI 10M KP-YP51000,,23.99,UN,megamix
268849,7898605606184,CABO HDMI/HDMI 10M LE-6614 C/MALHA,ACHAT.,26.99,UN,megamix
903801,7892021082027,CABO HDMI/HDMI 15M 4K MHD-4027,,44.99,UN,megamix
1247701,7908552006354,CABO HDMI/HDMI 15M KP-YP5000,,31.99,,megamix
914201,7908125206488,CABO HDMI/HDMI 180° 1.8M LE-6624,Vigência : 21/05/2026até 21/05/2026,11.99,UN,megamix
1420101,7908227230466,CABO HDMI/HDMI 1M 8K MHD-8101,,12.99,UN,megamix
